model,game,opponent_strategy,framing,run_id,round,llm_action,opponent_action,llm_payoff,opponent_payoff,raw_response,temperature
claude-haiku,chicken_game,AD,competitive,1,23,D,D,-10,-10,G,1
claude-haiku,chicken_game,AD,competitive,1,24,C,D,-1,1,S,1
claude-haiku,chicken_game,AD,competitive,1,25,C,D,-1,1,S,1
claude-haiku,chicken_game,AD,competitive,1,26,C,D,-1,1,S,1
claude-haiku,chicken_game,AD,competitive,1,27,D,D,-10,-10,G,1
claude-haiku,chicken_game,AD,competitive,1,28,C,D,-1,1,S,1
claude-haiku,chicken_game,AD,competitive,1,29,D,D,-10,-10,G,1
claude-haiku,chicken_game,AD,competitive,1,30,C,D,-1,1,S,1
gemini-flash,chicken_game,AD,neutral,1,1,C,D,-1,1,A,0
gemini-flash,chicken_game,AD,neutral,1,1,D,D,-10,-10,B,1
gemini-flash,chicken_game,AD,neutral,1,2,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,3,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,4,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,5,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,6,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,7,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,8,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,9,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,10,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,11,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,12,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,13,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,14,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,15,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,16,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,17,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,18,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,19,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,20,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,21,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,22,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,23,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,24,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,25,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,26,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,27,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,28,D,D,-10,-10,B,1
gemini-flash,chicken_game,AD,neutral,1,29,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,neutral,1,30,C,D,-1,1,A,1
gemini-flash,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,0
gemini-flash,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,2,C,D,-1,1,S,1
gemini-flash,chicken_game,AD,competitive,1,3,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,4,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,5,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,6,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,7,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,8,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,9,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,10,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,11,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,12,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,13,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,14,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,15,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,16,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,17,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,18,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,19,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,20,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,21,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,22,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,23,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,24,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,25,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,26,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,27,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,28,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,29,D,D,-10,-10,G,1
gemini-flash,chicken_game,AD,competitive,1,30,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,neutral,1,1,D,D,-10,-10,B,0
deepseek-chat,chicken_game,AD,neutral,1,1,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,2,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,3,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,4,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,5,C,D,-1,1,A,1
deepseek-chat,chicken_game,AD,neutral,1,6,C,D,-1,1,A,1
deepseek-chat,chicken_game,AD,neutral,1,7,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,8,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,9,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,10,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,11,C,D,-1,1,A,1
deepseek-chat,chicken_game,AD,neutral,1,12,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,13,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,14,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,15,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,16,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,17,C,D,-1,1,A,1
deepseek-chat,chicken_game,AD,neutral,1,18,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,19,C,D,-1,1,A,1
deepseek-chat,chicken_game,AD,neutral,1,20,C,D,-1,1,A,1
deepseek-chat,chicken_game,AD,neutral,1,21,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,22,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,23,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,24,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,25,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,26,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,27,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,28,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,29,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,neutral,1,30,D,D,-10,-10,B,1
deepseek-chat,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,0
deepseek-chat,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,2,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,3,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,4,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,5,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,6,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,7,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,8,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,9,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,10,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,11,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,12,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,13,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,14,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,15,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,16,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,17,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,18,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,19,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,20,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,21,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,22,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,23,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,24,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,25,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,26,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,27,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,28,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,29,D,D,-10,-10,G,1
deepseek-chat,chicken_game,AD,competitive,1,30,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,neutral,1,1,D,D,-10,-10,B,0
llama-3.1-8b,chicken_game,AD,neutral,1,1,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,2,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,3,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,4,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,5,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,6,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,7,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,8,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,9,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,10,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,11,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,12,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,13,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,14,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,15,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,16,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,17,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,18,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,19,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,20,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,21,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,22,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,23,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,24,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,25,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,26,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,neutral,1,27,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,28,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,29,C,D,-1,1,A,1
llama-3.1-8b,chicken_game,AD,neutral,1,30,D,D,-10,-10,B,1
llama-3.1-8b,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,0
llama-3.1-8b,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,2,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,3,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,4,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,5,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,6,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,7,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,8,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,9,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,10,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,11,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,12,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,13,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,14,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,15,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,16,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,17,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,18,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,19,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,20,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,21,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,22,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,23,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,24,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,25,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,26,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,27,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,28,C,D,-1,1,S,1
llama-3.1-8b,chicken_game,AD,competitive,1,29,D,D,-10,-10,G,1
llama-3.1-8b,chicken_game,AD,competitive,1,30,D,D,-10,-10,G,1
grok,chicken_game,AD,neutral,1,1,C,D,-1,1,A,0
grok,chicken_game,AD,neutral,1,1,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,2,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,3,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,4,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,5,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,6,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,7,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,8,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,9,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,10,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,11,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,12,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,13,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,14,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,15,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,16,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,17,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,18,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,19,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,20,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,21,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,22,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,23,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,24,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,25,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,26,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,27,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,28,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,29,C,D,-1,1,A,1
grok,chicken_game,AD,neutral,1,30,C,D,-1,1,A,1
grok,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,0
grok,chicken_game,AD,competitive,1,1,D,D,-10,-10,G,1
grok,chicken_game,AD,competitive,1,2,D,D,-10,-10,G,1
grok,chicken_game,AD,competitive,1,3,D,D,-10,-10,G,1
grok,chicken_game,AD,competitive,1,4,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,5,D,D,-10,-10,G,1
grok,chicken_game,AD,competitive,1,6,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,7,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,8,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,9,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,10,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,11,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,12,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,13,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,14,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,15,D,D,-10,-10,G,1
grok,chicken_game,AD,competitive,1,16,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,17,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,18,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,19,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,20,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,21,C,D,-1,1,S,1
grok,chicken_game,AD,competitive,1,22,C,D,-1,1,S,1
